產品,名稱,品名,平均上價,平均中價,平均下價
FB0,花椰菜,其他,26.03478260869565,23.08695652173913,19.93913043478261
FB11,花椰菜,青梗,55.0625,26.962500000000002,13.129166666666668
FC1,胡瓜,黑刺,37.78125,25.25,14.845833333333333
FD0,花胡瓜,其他,68.84166666666667,41.88333333333333,27.35625
FE0,冬瓜,其他,13.8,13.8,13.8
FE1,冬瓜,白皮,22.12291666666667,15.952083333333334,11.581249999999999
FF0,絲瓜,其他,49.43541666666667,32.80625,23.349999999999998
FF2,絲瓜,角瓜,156.0375,112.81666666666666,62.604166666666664
FF4,絲瓜,長絲瓜,11.090909090909092,10.909090909090908,10.454545454545455
FG0,苦瓜,其他,51.27916666666667,34.7875,23.402083333333334
FG1,苦瓜,白大米,72.05208333333333,48.645833333333336,30.666666666666668
FG3,苦瓜,山苦瓜,104.27272727272727,91.87954545454545,84.90454545454546
FG4,苦瓜,翠綠,73.87916666666668,44.64166666666667,26.320833333333336
FH1,扁蒲,長形,11.6,11.6,11.393333333333334
FH2,扁蒲,圓形,10.0,10.0,10.0
FH3,扁蒲,花蒲,25.60625,17.8625,12.247916666666667
FH4,扁蒲,梨子蒲,32.03541666666667,23.325,15.575000000000001
FI0,茄子,其他,30.245833333333334,15.427083333333334,8.947916666666666
FI1,茄子,胭脂茄,30.757446808510636,18.368085106382978,11.051063829787234
FI2,茄子,麻荸茄,39.81041666666667,22.858333333333334,12.225
FI3,茄子,日本種,30.927083333333332,15.389583333333334,8.177083333333334
FJ0,番茄,其他,31.77777777777778,30.233333333333334,21.22222222222222
FJ1,番茄,黑柿,53.979166666666664,26.852083333333336,11.947916666666666
FJ2,番茄,粉柿,26.38888888888889,24.200000000000003,22.461111111111112
FJ3,番茄,牛番茄,40.300000000000004,19.977083333333333,8.375
FK3,甜椒,新香,36.793749999999996,22.662499999999998,12.347916666666668
FK4,甜椒,彩色種,83.57083333333334,51.12083333333334,23.366666666666664
FK5,甜椒,青椒,33.68333333333333,18.16875,8.770833333333334
FK6,甜椒,水果彩椒,164.87291666666667,70.98958333333333,26.802083333333332
FL1,豌豆,白花,76.44651162790697,52.11162790697675,36.32093023255814
FL2,豌豆,紅花,106.775,82.39090909090909,57.35454545454545
FL3,豌豆,豆莢,91.35714285714286,81.35357142857143,64.24642857142858
FL4,豌豆,豆仁,68.3851851851852,62.8,57.129629629629626
FL5,豌豆,豌豆苗,141.89374999999998,132.94375,95.44166666666666
FL6,豌豆,甜豌豆,102.27916666666665,79.62708333333333,46.17916666666667
FL9,豌豆,進口,115.94130434782609,112.89565217391304,99.77608695652174
FM1,菜豆,白色,47.15238095238095,40.38809523809524,32.17857142857143
FM2,菜豆,青色,83.91250000000001,64.69791666666667,43.81458333333333
FM3,菜豆,紅色,66.4388888888889,62.638888888888886,57.983333333333334
FN1,敏豆,白豆,148.39374999999998,90.02083333333333,35.052083333333336
FN3,敏豆,粉豆,37.118181818181824,35.0030303030303,33.07575757575758
FN4,敏豆,翼豆,68.71794871794872,68.3,67.64102564102564
FN5,敏豆,醜豆,86.46666666666665,51.06458333333333,27.447916666666668
FO1,蠶豆,豆莢,100.0,100.0,100.0
FO2,蠶豆,豆仁,150.0,150.0,150.0
FP1,萊豆,豆莢,61.770833333333336,48.01666666666667,36.99583333333333
FP2,萊豆,豆仁,117.72916666666667,94.62291666666665,61.25
FP3,鵲豆,肉豆,28.54255319148936,22.53191489361702,17.595744680851062
FQ1,毛豆,豆莢,78.66250000000001,64.76875,48.59583333333333
FQ2,毛豆,豆仁,153.73958333333334,142.68333333333334,128.90625
FR2,青花苔,青花筍,165.97708333333333,93.14791666666667,49.92291666666667
FR9,青花苔,進口,67.09583333333333,56.63958333333333,44.46666666666667
FS1,越瓜,青色,9.333333333333334,9.333333333333334,9.333333333333334
FT0,南瓜,其他,25.408888888888892,19.662222222222223,15.846666666666668
FT1,南瓜,木瓜形,23.429166666666664,18.172916666666666,12.722916666666668
FT2,南瓜,圓形,29.647916666666664,20.239583333333332,15.616666666666667
FT3,南瓜,黃如意,105.85416666666667,56.302083333333336,23.01875
FT5,南瓜,青如意,55.74166666666667,29.306250000000002,14.354166666666666
FT6,南瓜,東昇,33.75869565217391,26.82608695652174,20.31086956521739
FT7,南瓜,栗子,51.31666666666666,24.37708333333333,17.1875
FT9,南瓜,進口,21.19047619047619,14.283333333333333,11.216666666666667
FU2,隼人瓜,瓜苗,62.708333333333336,54.43958333333333,46.13958333333333
FV0,辣椒,其他,174.20208333333335,48.475,19.952083333333334
FV1,辣椒,紅小,96.82291666666667,52.12083333333334,21.9875
FV2,辣椒,青小,65.86041666666667,38.606249999999996,17.685416666666665
FV3,辣椒,雞心,299.15714285714284,267.85714285714283,259.2857142857143
FV4,辣椒,朝天椒,91.06666666666666,71.42083333333333,55.09375
FV5,辣椒,青龍,18.625806451612902,15.970967741935485,13.100000000000001
FV6,辣椒,糯米椒,121.45,70.31041666666667,29.47083333333333
FV9,辣椒,進口,50.0,46.0,45.0
FX2,虎豆,福豆,72.11458333333333,58.475,42.92083333333333
FY0,玉米,其他,43.81666666666666,27.366666666666664,15.002083333333333
FY1,玉米,白玉米,21.166666666666668,21.044444444444444,20.72222222222222
FY2,玉米,甜硬殼,6.95,6.5875,6.35
FY3,玉米,超甜白,12.393939393939394,11.121212121212121,9.624242424242425
FY4,玉米,玉米筍,45.35,19.460416666666667,10.370833333333334
FY5,玉米,糯米黑,24.787499999999998,17.002083333333335,11.012500000000001
FY6,玉米,甜軟殼,27.035416666666666,16.947916666666668,10.283333333333333
FY7,玉米,糯米白,9.214814814814815,7.781481481481482,6.974074074074075
FY8,玉米,白龍王,46.96875,27.59375,14.904166666666667
FY9,玉米,進口,160.43333333333334,129.79166666666666,99.76041666666667
FZ1,落花生,生,102.5,102.5,102.5
FZ2,落花生,熟,60.0,60.0,60.0
LA1,甘藍,初秋,20.4875,13.914583333333333,7.577083333333333
LA2,甘藍,改良種,12.666666666666666,12.15,12.083333333333334
LA4,甘藍,紫色,24.117391304347827,20.73478260869565,17.91086956521739
LA5,甘藍,甘藍心,66.22888888888889,53.11333333333333,40.83777777777778
LA6,甘藍,甘藍芽,73.97234042553191,63.389361702127665,45.61914893617021
LA7,甘藍,改良尖,19.602083333333333,14.24375,10.3125
LA9,甘藍,進口,15.444444444444445,15.399999999999999,15.277777777777779
LB12,小白菜,土白菜,36.55833333333333,22.20625,11.497916666666667
LB22,小白菜,蚵仔白,36.09583333333333,24.454166666666666,15.860416666666666
LB3,小白菜,奶油白,49.92291666666667,28.556250000000002,14.983333333333334
LB8,小白菜,水耕,15.333333333333334,15.333333333333334,15.333333333333334
LC0,包心白,其他,138.66666666666666,103.58749999999999,48.56666666666666
LC1,包心白,包白,36.204166666666666,20.25,9.195833333333333
LC3,包心白,包頭蓮,24.270731707317072,19.4390243902439,14.758536585365855
LC5,包心白,天津白,21.285714285714285,19.185714285714287,17.0
LC6,包心白,冬白芽,74.86170212765957,50.655319148936165,31.67659574468085
LC9,包心白,進口,36.166666666666664,31.89375,24.89375
LD1,青江白菜,小梗,42.518750000000004,27.84166666666667,16.462500000000002
LE1,皇宮菜,小葉,108.15416666666665,69.32708333333333,39.94375
LE2,皇宮菜,大葉,54.21666666666666,37.25476190476191,24.554761904761904
LF1,蕹菜,大葉,16.442857142857143,15.428571428571429,12.942857142857141
LF2,蕹菜,小葉,59.19166666666666,41.61666666666667,24.50208333333333
LF3,蕹菜,水蕹菜,86.38611111111112,84.08333333333333,77.99722222222222
LG1,芹菜,青梗,37.825,36.05,34.3
LG2,芹菜,白梗,58.82083333333333,38.297916666666666,27.383333333333336
LG3,芹菜,西洋芹菜,19.772916666666667,14.877083333333333,10.060416666666667
LG4,芹菜,山芹菜,41.888571428571424,37.940000000000005,35.30285714285714
LG5,芹菜,芹菜管,77.93829787234043,43.98297872340425,24.185106382978724
LG8,芹菜,水耕,22.5,22.5,22.5
LG9,芹菜,進口,30.2,28.85,26.81875
LH1,菠菜,圓葉,44.48333333333333,29.947916666666668,17.84375
LH2,菠菜,角葉,43.611111111111114,34.60222222222222,26.40222222222222
LH3,菠菜,甜菠菜,20.25,20.25,20.25
LI0,萵苣菜,其他,107.27291666666667,61.104166666666664,19.116666666666667
LI1,萵苣菜,廣東菜,23.025000000000002,15.972916666666668,10.6
LI2,萵苣菜,結球萵,33.833333333333336,22.902083333333334,10.112499999999999
LI3,萵苣菜,本島圓葉,45.0625,30.295833333333334,17.83125
LI4,萵苣菜,本島尖葉,37.93333333333333,27.09583333333333,16.818749999999998
LI5,萵苣菜,油麥菜,25.775000000000002,17.260416666666668,11.666666666666666
LI6,萵苣菜,蘿美,51.86041666666667,28.514583333333334,15.433333333333332
LI7,萵苣菜,紅捲綠捲,115.86874999999999,80.68541666666667,35.37708333333333
LI8,萵苣菜,水耕,56.947916666666664,44.637499999999996,32.44166666666667
LI9,萵苣菜,進口,41.6,41.6,41.6
LJ1,芥菜,芥菜仁,21.758536585365853,16.360975609756096,13.692682926829267
LJ3,芥菜,大芥菜,25.160416666666666,18.783333333333335,12.195833333333333
LJ4,芥菜,小芥菜,40.25208333333333,28.229166666666668,16.864583333333332
LJ5,芥菜,翡翠娃娃菜,50.38913043478261,32.18043478260869,22.171739130434784
LK3,芥藍菜,芥藍芽,149.11875,73.85416666666667,38.56458333333334
LL0,茼蒿,其他,60.0,59.3,55.0
LL2,茼蒿,山茼蒿,45.2125,22.150000000000002,12.283333333333333
LL8,茼蒿,水耕,20.0,20.0,20.0
LM1,莧菜,紅莧菜,51.42291666666667,34.15833333333333,24.764583333333334
LM2,莧菜,白莧菜,63.83958333333334,38.69583333333333,24.125
LN2,油菜,小松菜,33.34166666666667,23.02916666666667,15.331249999999999
LN3,油菜,油菜花,30.345454545454544,29.33939393939394,28.187878787878788
LQ1,紅鳳菜,紅鳳菜,47.51666666666667,36.43541666666667,20.2375
LT2,海菜,海帶,51.9547619047619,50.671428571428564,50.357142857142854
LT3,海菜,水蓮,127.125,113.72083333333335,91.04166666666667
LU1,菾菜,茄茉菜,7.388888888888889,6.788888888888889,6.0
LX1,蕨菜,過貓,78.62083333333334,62.21666666666667,44.02708333333334
LX2,蕨菜,山蘇,202.4125,138.15625,92.95625
LZ2,藤川七,川七葉,49.56041666666667,40.635416666666664,32.764583333333334
MA2,洋菇,盒裝,289.21875,240.13958333333335,153.89374999999998
MC0,濕木耳,其他,350.0,350.0,350.0
MC2,濕木耳,盒裝,108.2258064516129,108.06451612903226,107.74193548387096
ME0,金絲菇,其他,59.659523809523805,58.82142857142857,58.50238095238095
ME1,金絲菇,金針菇,45.541666666666664,31.983333333333334,26.881249999999998
ME2,金絲菇,盒裝,38.889583333333334,33.1875,29.672916666666666
MF1,蠔菇,鮑魚菇,86.56808510638298,62.21702127659574,48.2
MF2,蠔菇,盒裝,73.8,73.8,73.8
MG2,巴西蘑菇,盒裝,400.0,400.0,400.0
MI0,秀珍菇,其他,80.0,80.0,80.0
MI2,秀珍菇,盒裝,130.0,130.0,130.0
MJ2,杏鮑菇,盒裝,123.16382978723404,113.18297872340426,111.21489361702129
MK0,鴻喜菇,其他,238.94375,184.50833333333333,115.56041666666665
MK2,鴻喜菇,盒裝,229.85,188.74375,164.96666666666667
ML2,珊瑚菇,盒裝,115.29411764705883,109.31764705882354,100.0
MM2,猴頭菇,盒裝,180.0,180.0,180.0
MN2,柳松菇,盒裝,150.0,150.0,150.0
OA2,鹹菜,帶葉,35.0,35.0,35.0
OE2,醃瓜,漬,28.121951219512194,28.06341463414634,27.95609756097561
OG1,熟筍,桂竹筍,79.67857142857143,75.57142857142857,70.93214285714285
OH2,桶筍,綠竹筍,80.0,80.0,80.0
SA32,蘿蔔,矸仔,16.087500000000002,9.747916666666667,5.664583333333333
SA42,蘿蔔,櫻桃,184.98863636363637,131.78181818181818,83.00227272727273
SA52,蘿蔔,青色,7.0,7.0,7.0
SA6,蘿蔔,白玉蘿蔔,49.68888888888889,45.72777777777778,43.72222222222222
SA7,蘿蔔,甜菜根,20.42391304347826,11.26304347826087,6.308695652173912
SA9,蘿蔔,進口,18.039583333333333,16.631249999999998,14.831249999999999
SB1,胡蘿蔔,未洗,13.077083333333334,7.25,4.441666666666666
SB2,胡蘿蔔,清洗,11.054166666666667,6.414583333333333,4.029166666666667
SB9,胡蘿蔔,進口,3.0,3.0,3.0
SC1,馬鈴薯,本產,27.827083333333334,22.675,11.541666666666666
SC9,馬鈴薯,進口,36.21041666666667,19.745833333333334,15.172916666666666
SD1,洋蔥,本產,15.4,10.708333333333334,6.066666666666666
SD9,洋蔥,進口,34.047916666666666,22.714583333333334,11.302083333333334
SE1,青蔥,日蔥,79.1875,62.2125,43.19166666666666
SE2,青蔥,北蔥,12.0,12.0,12.0
SE3,青蔥,大蔥,81.9,58.68571428571429,38.916666666666664
SE4,青蔥,珠蔥,30.0,30.0,30.0
SE5,青蔥,紅蔥頭,71.02708333333334,50.62291666666667,26.974999999999998
SE6,青蔥,粉蔥,52.91041666666666,39.074999999999996,26.979166666666668
SF1,韭菜,白頭,59.02291666666667,44.32708333333333,27.349999999999998
SF2,韭菜,韭菜黃,116.3625,100.42083333333333,84.2
SF3,韭菜,韭菜花,100.38333333333333,97.92916666666667,84.39166666666667
SF4,韭菜,青頭,51.177083333333336,33.197916666666664,19.54375
SG2,大蒜,軟梗,78.01875,53.77916666666667,27.820833333333336
SG3,大蒜,蒜苔,305.478125,225.15,150.503125
SG4,大蒜,蔥蒜,40.38695652173913,32.03913043478261,22.87608695652174
SG5,大蒜,蒜頭,104.46666666666665,76.98125,47.854166666666664
SG6,大蒜,蒜仁,126.41666666666667,121.27499999999999,100.83958333333334
SG7,大蒜,蒜瓣,239.07916666666665,165.41875000000002,102.88541666666667
SG9,大蒜,進口,192.9125,167.63333333333333,154.38750000000002
SH2,竹筍,綠竹筍,343.0541666666666,207.55208333333334,89.07708333333333
SH3,竹筍,桂竹筍,40.411764705882355,31.676470588235293,25.794117647058822
SH4,竹筍,孟宗筍,111.3108695652174,84.96304347826087,61.619565217391305
SH5,竹筍,烏殼綠,73.51666666666667,48.57916666666667,26.295833333333334
SH7,竹筍,去殼,35.46458333333333,32.110416666666666,25.520833333333332
SJ2,芋,檳榔心芋,88.90416666666665,71.93124999999999,57.5375
SJ3,芋,里芋,84.83404255319148,65.16595744680852,47.39148936170213
SJ4,芋,芋莖,14.808108108108108,13.51081081081081,12.337837837837839
SJ5,芋,芋角,88.05882352941177,79.21764705882353,76.17647058823529
SK2,荸薺,加工,65.0,65.0,65.0
SL2,菊芋,雪蓮薯,105.0,105.0,105.0
SM9,牛蒡,進口,26.447916666666668,18.33125,13.164583333333333
SN2,蓮藕,蓮子,247.89473684210526,247.89473684210526,243.42105263157896
SO0,甘薯,其他,31.989583333333332,21.979166666666668,13.7125
SO1,甘薯,臺農57號,32.06041666666667,20.360416666666666,10.077083333333333
SO2,甘薯,芋仔甘薯,41.9625,31.129166666666666,19.764583333333334
SO3,甘薯,臺農66號,35.93958333333333,24.179166666666664,11.762500000000001
SP0,薑,其他,37.44444444444444,33.169444444444444,30.47222222222222
SP1,薑,老薑,60.39791666666667,34.18333333333333,12.075000000000001
